Date,Close,RSI,SMA20,SMA50,MACD,MACD_Signal,MACD_Diff
2025-04-17,3258.77734375,31.771420632425404,3407.0121826171876,3600.0741796875,-109.56550120424708,-98.95251869984682,-10.612982504400264
2025-04-21,3281.201171875,35.03067617238288,3398.3142700195312,3585.2259912109375,-103.37129310823184,-99.83627358152384,-3.5350195267079982
2025-04-22,3274.088623046875,34.468242374892995,3389.2903564453127,3570.3244580078126,-97.9076434454123,-99.45054755430154,1.542904108889232
2025-04-23,3371.489501953125,47.01422026828729,3381.874169921875,3556.61228515625,-84.74137894275691,-96.50871383199262,11.767334889235713
2025-04-24,3360.228271484375,45.91961239042619,3373.156494140625,3542.9900048828126,-74.35854760122902,-92.0786805858399,17.720132984610885
2025-04-25,3406.06396484375,50.927663060580436,3364.21904296875,3530.4494091796873,-61.720051238301494,-86.00695471633222,24.286903478030723
2025-04-28,3401.618408203125,50.43978735584249,3353.636828613281,3518.87392578125,-51.46936429009429,-79.09943663108463,27.63007234099034
2025-04-29,3430.265869140625,53.52922897744059,3345.571142578125,3507.7222265625,-40.566386301013154,-71.39282656507034,30.826440264057183
2025-04-30,3411.694580078125,51.29679974377898,3335.8162475585937,3497.649248046875,-33.04334243078165,-63.722929738212606,30.679587307430957
2025-05-02,3389.270751953125,48.658075366341,3327.1652709960936,3487.3925341796876,-28.561452839509002,-56.69063435847189,28.129181518962888
2025-05-05,3412.287353515625,51.42039460157079,3322.398962402344,3478.3864208984373,-22.88843206256297,-49.9301938992901,27.041761836727133
2025-05-06,3417.91796875,52.09935187807353,3318.2525146484377,3469.004931640625,-17.733754944405973,-43.490906108313276,25.757151163907302
2025-05-07,3403.19921875,50.127106871805246,3320.32451171875,3459.928681640625,-14.667241476398885,-37.7261731819304,23.058931705531514
2025-05-08,3406.952880859375,50.64028731625678,3327.70859375,3451.545888671875,-11.798116950272743,-32.54056193559887,20.74244498532613
2025-05-09,3398.45751953125,49.401332240491044,3335.9199951171877,3444.753515625,-10.093468530619248,-28.051143254602948,17.9576747239837
2025-05-12,3576.366943359375,67.39301602776777,3352.093359375,3441.6121923828123,5.549312257740894,-21.33105215213418,26.880364409875074
2025-05-13,3472.2490234375,55.05510727835437,3365.350134277344,3436.2581103515627,9.436109152201425,-15.17761989126706,24.613729043468485
2025-05-14,3505.5390625,57.72031988576951,3381.017236328125,3433.7509765625,15.029402038577246,-9.1362155052982,24.165617543875445
2025-05-15,3536.359619140625,60.08051187186839,3397.400524902344,3432.7700537109376,21.698956230989097,-2.9691811580407403,24.668137389029837
2025-05-16,3517.98583984375,58.0017745192104,3411.600695800781,3431.75751953125,25.21139428704828,2.666933930977063,22.544460356071216
2025-05-19,3476.002685546875,53.451021573427006,3422.461962890625,3432.4598681640623,24.326911574671158,6.998929459715883,17.327982114955276
2025-05-20,3455.752197265625,51.35790046612674,3431.1895141601562,3432.56359375,21.741287460490184,9.947401059870744,11.79388640061944
